"Name","Comment","DriverName","Location","PortName","Subnet","SubLocation"
"219NGPHP002","","HP Universal Printing PCL 5","NGPG OB DAWSONVILLE","172.17.74.172","172.17.74.0","NGPG-Dawsonville-DrFrench-Data"
"110EPHXR001","TRAINING PRINTER","Xerox GPD PCL6 V3.9.520.6.0","EFW TRAINING","172.25.99.96","172.25.98.0","G'ville Employee Pharmacy/EFW (Essentially for Women) Data Network"
"MCS1D-INF-P903","","Xerox GPD PCL6 V3.9.520.6.0","","172.25.16.150","172.25.16.0","SPT Data S1B-IDF"
"219NGPHP001","JASEWELL","HP Universal Printing PCL 5","NGPG OB DAWSONVILLE","172.17.74.171","172.17.74.0","NGPG-Dawsonville-DrFrench-Data"
"109NHNXR516","Anna Maijer's office","Xerox GPD PCL6 V3.9.520.6.0","NEW HORIZON LIMESTONE","172.19.136.133","172.19.136.0","NHN "
"NGPG-CHESTNUT-MGR","mwdetraz  5/2/2012","HP Universal Printing PCL 5","NGPG Chestnut Mountain Manager","172.19.19.153","172.19.19.0","ChestnutMtn-Data"
"MCS1E-WOCMGR","Created by GRLEWIS - PowerShell","HP Universal Printing PCL 5","","172.25.24.158","172.25.24.0","SPT Data NPT-Bridge-IDF"
"109NHNXR515","Created by GRLEWIS - PowerShell","Xerox GPD PCL6 V3.9.520.6.0","","109NHNXR015","Unknown PortName","Unknown"
"109NHNHP501","","HP Universal Printing PCL 5","","172.19.136.35","172.19.136.0","NHN "
"MCS1D-NGPG-NPCMGR","S1D - OLD RADIOLOGY AREA","Dell 2330dn Laser Printer","MCS1D","172.25.16.62","172.25.16.0","SPT Data S1B-IDF"
"225NGPHP501","NGPG-WAUKA-BACK-OFF","HP Universal Printing PCL 5","NGPG Wauka Mtn - Back Office","172.19.17.159_1","172.19.17.0","WakauMtn-Data"
"216NGPHP510","HP401","HP Universal Printing PCL 5","Dr Murhpey's Office","172.19.34.159","172.19.34.0","Cleveland NGPG Data"
"109NHNHP001","New Horizon North Unit 2 Manager Office","HP Universal Printing PCL 5","New Horizon North Unit 2 Manager Office","172.19.136.170","172.19.136.0","NHN "
"NGPG-SA-MEDREC-2","mwdetraz  5/4/2012","Xerox GPD PCL6 V3.9.520.6.0","NGPG Surgical Associates","172.25.100.160","172.25.100.0","NGPG Surgical Associates Data"
"225NGPHP001","jasewell
","HP Universal Printing PCL 5","NGPG Wauka Mtn","172.19.17.181","172.19.17.0","WakauMtn-Data"
"216NGPHP010","","HP Universal Printing PCL 5","","172.19.34.210","172.19.34.0","Cleveland NGPG Data"
"108HSPXR501","created by dedalmei","Xerox GPD PCL6 V3.9.520.6.0","","172.19.132.160_1","172.19.132.0","Hospice - Data"
"108HSPHP512","Created by GRLEWIS","HP Universal Printing PCL 5","NGMC - Hospice - Foundation","172.19.132.169","172.19.132.0","Hospice - Data"
"108HSPHP511","Created by GRLEWIS","HP Universal Printing PCL 5","NGMC - Hospice - Foundation","172.19.132.168","172.19.132.0","Hospice - Data"
"BCMB1-1W-CMGR-A","Added by GRLEWIS _ PS","Xerox GPD PCL6 V3.9.520.6.0","","172.26.185.2","172.26.184.0","Braselton Hospital - Data - IDF 1205 (VC-1)"
"108HSPHP510","Created by GRLEWIS","HP Universal Printing PCL 5","NGMC - Hospice - Foundation","172.19.132.94","172.19.132.0","Hospice - Data"
"108HSPHP507","Created by GRLEWIS","HP Universal Printing PCL 5","NGMC - Hospice","172.19.132.162","172.19.132.0","Hospice - Data"
"108HSPHP505","Created by GRLEWIS - PS","HP Universal Printing PCL 5","Hospice HIM","172.19.132.166","172.19.132.0","Hospice - Data"
"MCN6G-BAR-D-P97C","CREATED 2-22-12 BY BOBBY WOODY","HP Universal Printing PCL 5","N6G DR DICTATION","172.23.160.154","172.23.160.0","NPT6-1 DATA"
"236URGHP500","NGPG-UC-DAL-C","HP Universal Printing PCL 5","UC Dalonega Lab","172.17.10.160","172.17.10.0","NGPG-Dahlonega Urgent Care Data"
"108HSPHP503","Created by GRLEWIS","HP Universal Printing PCL 5"," NGMC - Hospice","172.19.132.161","172.19.132.0","Hospice - Data"
"108HSPHP501","Created by GRLEWIS","HP Universal Printing PCL 5","NGMC - Hospice ","172.19.132.96","172.19.132.0","Hospice - Data"
"108HSPHP500","Created by GRLEWIS","HP Universal Printing PCL 5","NGMC - Hospice","172.19.132.152","172.19.132.0","Hospice - Data"
"108HSPHP001","Created by GRLEWIS - PS","HP Universal Printing PCL 5","Hopice Admin, Rm 235","172.19.132.98","172.19.132.0","Hospice - Data"
"NGPG-HMILL-B","mwdetraz  5/3/2012","HP Universal Printing PCL 5","NGPG Hamilton Mill Front Desk","172.19.66.151","172.19.66.0","Hamilton Mill Data Network"
"108HSPDP501","","Lexmark Universal v2","Hospice Limestone","172.19.132.87","172.19.132.0","Hospice - Data"
"108FOUHP003","Chris Bray's Office - Christian Langman 9/20/2019","HP Universal Printing PCL 5","Foundation","172.19.132.93","172.19.132.0","Hospice - Data"
"108FOUHP002","Receptionist Desk --MRSomampong","HP LaserJet 400 M401 PCL 6","Foundation","172.19.132.103","172.19.132.0","Hospice - Data"
"108FOUHP001","Created by GRLEWIS - PS","HP Universal Printing PCL 5","Limestone Foundation","172.19.132.97","172.19.132.0","Hospice - Data"
"247PLCHP008","Nurse Alcove 2","HP Universal Printing PCL 5","Palliative Care Sherwood","172.25.107.53","172.25.107.0","NGPG-TRAUMA-Sherwood-Data"
"IS-P866","CREATED BY BOBBY WOODY 3-8-12 (HP LaserJet 4000 Series)","HP Universal Printing PCL 5","1405-T IT MAILROOM","172.20.68.152","172.20.68.0","1405 Ground Floor Nortel"
"107WOCHP007","WOC JULIA RUNKLE HP","HP Universal Printing PCL 5","LANIER PARK","10.74.129.244","Unknown","Unknown"
"DA400-RAD-F","CREATED BY BOBBY WOODY 3-18-13","HP Universal Printing PCL 5","DAWSONVILLE IMAGING CENTER FRONT DESK","172.17.72.155","172.17.72.0","Dawsonville Data Network"
"238NGPHP015","jasewell 01/31/17","HP Universal Printing PCL 5","NGPG Chestnut Mountain","172.19.19.194","172.19.19.0","ChestnutMtn-Data"
"107WOCHP006","Wound Care Exam6 HP M402n","HP Universal Printing PCL 5","","172.22.10.213","172.22.10.0","Lanier Park IDF1 Data network"
"DA400-RAD-E","CREATED BY BOBBY WOODY 3-18-13","HP Universal Printing PCL 5","DAWSONVILLE IMAGING OFFICE MGR PRINTER","172.17.72.154","172.17.72.0","Dawsonville Data Network"
"238NGPHP014","jasewell 1/31/17","HP Universal Printing PCL 5","NGPG Chestnut Mountain","172.19.19.192","172.19.19.0","ChestnutMtn-Data"
"107WOCHP005","APC 7/26/17","HP Universal Printing PCL 5","Lanier Park - WOC - Exam Room 5","172.22.10.205","172.22.10.0","Lanier Park IDF1 Data network"
"DA400-RAD-D","CREATED BY BOBBY WOODY 3-18-13","Xerox GPD PCL6 V3.9.520.6.0","DAWSONVILLE IMAGING CENTER MRI/CT CTRL RM PRINTER","172.17.72.153","172.17.72.0","Dawsonville Data Network"
"238NGPHP013","jasewell 1/31/17","HP Universal Printing PCL 5","NGPG Chestnut Mountain","172.19.19.190","172.19.19.0","ChestnutMtn-Data"
"107WOCHP004","APC 7/26/17","HP Universal Printing PCL 5","Lanier Park - WOC - Exam Room 4","172.22.10.204","172.22.10.0","Lanier Park IDF1 Data network"
"DA400-RAD-C","CREATED BY BOBBY WOODY 3-18-13","HP Universal Printing PCL 5","DAWSONVILLE IMAGING CENTER READING ROOM PRINTER","172.17.72.152","172.17.72.0","Dawsonville Data Network"
"238NGPHP012","jasewell 1/31/17","HP Universal Printing PCL 5","NGPG Chestnut Mountain","172.19.19.187","172.19.19.0","ChestnutMtn-Data"
"107WOCHP003","APC 7/26/17","HP Universal Printing PCL 5","Lanier Park - WOC - Exam Room 3","172.22.10.203","172.22.10.0","Lanier Park IDF1 Data network"
"238NGPHP011","jasewell 1/31/17","HP Universal Printing PCL 5","NGPG Chestnut Mountain","172.19.19.185","172.19.19.0","ChestnutMtn-Data"
"107WOCHP002","APC 7/26/17","HP Universal Printing PCL 5","Lanier Park - WOC - Exam Room 2","172.22.10.202","172.22.10.0","Lanier Park IDF1 Data network"
"238NGPHP010","jasewell 1/31/17","HP Universal Printing PCL 5","NGPG Chestnut Mtn","172.19.19.183","172.19.19.0","ChestnutMtn-Data"
"107WOCHP001","APC - 7/26/17","HP Universal Printing PCL 5","Lanier Park WOC - Exam Room 1","172.22.10.201","172.22.10.0","Lanier Park IDF1 Data network"
"107TRNXP001","","Xerox GPD PCL6 V3.9.520.6.0","","172.22.10.157","172.22.10.0","Lanier Park IDF1 Data network"
"107REHHP001","Created by Alex on 3/4/2013 (HP LaserJet 400 M401n)","HP Universal Printing PCL 5","Lanier Campus","172.22.20.154","172.22.20.0","Lanier Park IDF2"
"107LTCXR505","Created by GRLEWIS","Xerox GPD PCL6 V3.9.520.6.0","","172.22.21.175","172.22.20.0","Lanier Park IDF2"
"601LMKXR505","","Xerox GPD PCL6 V3.9.520.6.0","ED Alcove by Team Station","10.67.144.111","10.67.144.0","Data Vlan VID-500"
"107LTCXR504","Created by GRLEWIS","Xerox GPD PCL6 V3.9.520.6.0","Lanier Park ","172.22.20.150_1","172.22.20.0","Lanier Park IDF2"
"601LMKXR504","","Xerox GPD PCL6 V3.9.520.6.0","Lumpkin Lab","10.67.160.112","10.67.160.0","Data Vlan VID-500"
"107LTCXR503","created by dedalmei","Xerox GPD PCL6 V3.9.520.6.0","","172.22.20.157","172.22.20.0","Lanier Park IDF2"
"601LMKXR503","","Xerox GPD PCL6 V3.9.520.6.0","2nd Floor Nurse Station","10.67.152.212","10.67.152.0","Data Vlan VID-500"
"107LTCXR502","Created by GRLEWIS","Xerox GPD PCL6 V3.9.520.6.0","Lanier Park - Front Office","172.22.20.152_1","172.22.20.0","Lanier Park IDF2"
"NGPG-HCHD-DR-G","NGPG Hall Co Health Dept  mwdetraz  7/19/2012","HP Universal Printing PCL 5","NGPG Hall Co Health Dept","172.19.21.159","172.19.21.0","Hall Co Health Dept"
"601LMKXR502","Color Xerox","Xerox AltaLink C8035 PCL6","Lumpkin Admin","10.67.160.121","10.67.160.0","Data Vlan VID-500"
"107LTCHP100","Created by GRLEWIS - PS","HP Universal Printing PCL 5","LTC Lanier Park Dietitian","172.22.20.158","172.22.20.0","Lanier Park IDF2"
"107LTCHP004","","HP Universal Printing PCL 5","","172.22.20.159","172.22.20.0","Lanier Park IDF2"
"601LMKHP004","","HP Universal Printing PCL 5","Engineering Office","10.67.136.241","10.67.136.0","Data Vlan VID-500"
"107LTCHP003","Created by GRLEWIS - PS","HP Universal Printing PCL 5","lp nursing home activities area","172.22.20.156","172.22.20.0","Lanier Park IDF2"
"601LMKHP003","","HP Universal Printing PCL 5","BioMed","10.67.136.81","10.67.136.0","Data Vlan VID-500"
"401FINHP507","AMY WILLIAMSON'S HP M454DN","HP LJ300-400 color M351-M451 PCL 6","1480 BLG BOTTOM FLOOR","172.19.57.247","172.19.56.0","1480 New Holland-Data"
"107LTCHP002","Created by GRLEWIS - PS","HP Universal Printing PCL 5","Long Term Care","172.22.20.208","172.22.20.0","Lanier Park IDF2"
"401FINHP506","Created by GRLEWIS","HP Universal Printing PCL 5","1480 ","172.19.56.201","172.19.56.0","1480 New Holland-Data"
"107LTCHP001","Created by GRLEWIS - PS","HP Universal Printing PCL 5","Long Term Care","172.22.20.207","172.22.20.0","Lanier Park IDF2"
"601LMKHP001","","HP Universal Printing PCL 5","IT Workspace","10.67.160.179","10.67.160.0","Data Vlan VID-500"
"401FINHP505","Created by GRLEWIS","HP Universal Printing PCL 5","1480 - Downstairs","172.19.56.201","172.19.56.0","1480 New Holland-Data"
"107ITSXR501","Created by GRLEWIS - PS","Xerox AltaLink C8055 PCL6","Lanier Learning CTR","10.74.216.161","10.74.216.0","Data Vlan VID-500"
"107ITSXR500","Created by GRLEWIS - PS","Xerox GPD PCL6 V3.9.520.6.0","Lanier Learning Lab - Lobby/Reception","10.74.216.160","10.74.216.0","Data Vlan VID-500"
"107ITSHP001","Created by GRLEWIS - PS","HP Universal Printing PCL 5","Lanier Learning Lab - Lobby/Reception","10.74.216.162","10.74.216.0","Data Vlan VID-500"
"107HSPXR500","Hospice","Xerox GPD PCL6 V3.9.520.6.0","Hospice","172.22.10.151","172.22.10.0","Lanier Park IDF1 Data network"
"107HSPHP500","Created by GRLEWIS - PS","HP Universal Printing PCL 5","Hospice Lanier Park Office","172.22.10.153","172.22.10.0","Lanier Park IDF1 Data network"
"202URGHP006","SETUP BY GRLEWIS","HP Universal Printing PCL 5","DAWSONVILLE URGENT CARE","172.17.72.208","172.17.72.0","Dawsonville Data Network"
"107BARXR501","CCLANGMA - 9/23/2019","Xerox GPD PCL6 V3.9.520.6.0","Bariatrics and Diabetes Education Lanier Park","172.22.11.127","172.22.10.0","Lanier Park IDF1 Data network"
"MCS1E-ED-EMS","","Xerox GPD PCL6 V3.9.520.6.0","","172.25.22.184","172.25.22.0","SPT Data ED-Main-IDF"
"226NGPHP510","HP in Lab","HP Universal Printing PCL 5","NGPG Clayton","10.64.16.171","10.64.16.0","Data Vlan VID-500"
"107BARHP003","","HP LaserJet 200 color M251 PCL 6","LANIER PARK - DIABETES ED","172.22.10.158_1","172.22.10.0","Lanier Park IDF1 Data network"
"107BARHP002","BARIATRICS SUITE 260","HP Universal Printing PCL 6","LANIER PARK CAMPUS","172.22.11.88","172.22.10.0","Lanier Park IDF1 Data network"
"106LWCHP001","This is for the manager of dietary. Created:10/16/2017 - By: DSK","HP Universal Printing PCL 5","LAUREL WOOD DIETARY OFFICE","172.25.96.95","172.25.96.0","LaurelWood Data"
"106LW3XR500","","Xerox GPD PCL6 V3.9.520.6.0","Laurelwood - Unit 3","172.25.96.35","172.25.96.0","LaurelWood Data"
"106LW2XR501","","Xerox GPD PCL6 V3.9.520.6.0","","172.25.96.41","172.25.96.0","LaurelWood Data"
"106LW2XR500","Created by GRLEWIS","Xerox GPD PCL6 V3.9.520.6.0","","172.25.97.148","172.25.96.0","LaurelWood Data"
"106LW1XR500","Created by GRLEWIS","Xerox GPD PCL6 V3.9.520.6.0","","172.25.96.19","172.25.96.0","LaurelWood Data"
"NGPG-TB-2420","mwdetraz  5/4/2012","HP Universal Printing PCL 5","NGPG Thompson Bridge","172.19.23.25","172.19.23.0","Thompson bridge 24 bit networks"
"LPCA2-BENEFITS","CREATED BY JUSTIN REED 8-23-12","HP Universal Printing PCL 5","LPC ATRIUM-2 BENEFITS OFFICE SUITE 215","172.22.2.170","172.22.2.0","LP_SUBNET"
"106LW1HP501","Created by GRLEWIS","HP Universal Printing PCL 5","NGMC - Laurelwood - Unit 1","172.25.96.159","172.25.96.0","LaurelWood Data"
"106LW1HP003","","HP Universal Printing PCL 5","Laurelwood Unit 1","172.25.96.157","172.25.96.0","LaurelWood Data"
"MCS1E-ED-TRIAGE","Created 11/28/2012 - Requested from SDE#335238","Xerox GPD PCL6 V3.9.520.6.0","ED FRONT TRIAGE AREA","172.25.22.171","172.25.22.0","SPT Data ED-Main-IDF"
"106LW1HP002","Laurelwood Unit 1","HP Universal Printing PCL 5","Laurelwood Unit 1","172.25.96.156","172.25.96.0","LaurelWood Data"
"106LD2HP001","","HP LaserJet 400 M401 PCL 6","","172.25.96.60_1","172.25.96.0","LaurelWood Data"
"230RHBHP501","Frt Desk BCA Printer","HP Universal Printing PCL 5","Cleveland Rehab","172.18.3.25","172.18.3.16","Cleveland Rehab"
"105STSXR504","CARDIOLOGY/VASCULAR LAB STRIBLING HC","Xerox GPD PCL6 V3.9.520.6.0","OPB - 3F - CARDIOLOGY/VASCULAR","172.20.26.174_1","172.20.26.0","OPT 3rd Floor"
"112BINHP001","Added by GRLEWIS _ PS","HP Universal Printing PCL 5","","10.71.192.115","10.71.192.0","Data Vlan VID-500"
"105STSXR500","","Xerox GPD PCL6 V3.9.520.6.0","OP3 front desk","172.20.26.168","172.20.26.0","OPT 3rd Floor"
"105STSHP515","Created: 12/28/17","HP Universal Printing PCL 5","OP3 Feather Holbrook's Office","172.20.26.19","172.20.26.0","OPT 3rd Floor"
"105STSHP510","Created by GRLEWIS","HP LaserJet 200 color M251 PCL 6","OP3 - Feather Holbrook","172.20.27.113","172.20.26.0","OPT 3rd Floor"
"105STSHP509","BCA990 PRINTER","HP Universal Printing PCL 5","OP3 ","172.20.26.165","172.20.26.0","OPT 3rd Floor"
"105STSHP507","Created by GRLEWIS","HP Universal Printing PCL 5","NGMC - OP3 - Cardiology","172.20.26.170","172.20.26.0","OPT 3rd Floor"
"MCS1C-LDR-E-P910","Created by Alex on 02/28/2012","HP Universal Printing PCL 5","S1C Physician Work Area","172.20.120.181","172.20.120.0","172-20-120-0_Subnet"
"105STSHP504","Created by GRLEWIS","HP Universal Printing PCL 5","NGMC - OP3 - Cardiology","172.20.26.173","172.20.26.0","OPT 3rd Floor"
"NGPG-UC-GAIN-OCHLTH-MGR","Gainesville Occ Health mwdetraz 7/20/2012","HP Universal Printing PCL 5","Gainesville Occ Health","172.19.2.162","172.19.2.0","Sherwood Plaza Location - Data"
"105STSHP501","Created by Andy B.","HP Universal Printing PCL 5","Cardiology ","172.20.26.162","172.20.26.0","OPT 3rd Floor"
"NGPG-JJM11-L","","Xerox GPD PCL6 V3.9.520.6.0","MP1 1st Floor","172.19.54.163","172.19.54.0","Rios Suite"
"105STSHP500","Created by GRLEWIS - PS","HP Universal Printing PCL 5","OP Bldg 3rd Flr Stribling","172.20.26.175","172.20.26.0","OPT 3rd Floor"
"NGPG-JJM11-K","mwdetraz  5/2/2012","Xerox GPD PCL6 V3.9.520.6.0","MP1 Suite 110 Nurse Station","172.19.54.160","172.19.54.0","Rios Suite"
"105STSHP005","Created by GRLEWIS","HP Universal Printing PCL 5","NGMC - OP3 - Cardiology","172.20.26.158","172.20.26.0","OPT 3rd Floor"
"105STSHP003","Created by GRLEWIS","HP Universal Printing PCL 5","OP3 - Stribling - First room passed the entrance","172.20.27.113_1","172.20.26.0","OPT 3rd Floor"
"105STSHP002","","HP Universal Printing PCL 5","OPB 3RD FLOOR - MGR. OFFICE","172.20.26.169","172.20.26.0","OPT 3rd Floor"
"105SJNXR501","SAM JONES","Xerox GPD PCL6 V3.9.520.6.0","OP1 - NURSE STATION","172.30.11.113","172.30.10.0","Outpatient 1st Floor Data"
"MCOP3-CRD-F","Created by Andy B.","HP Universal Printing PCL 5","OP-3 EKG Managers Office","172.20.26.158","172.20.26.0","OPT 3rd Floor"
"105SJNHP503","Created by GRLEWIS
","HP Universal Printing PCL 5","NGMC - OP1 - Sam Jones","172.20.22.174","172.20.22.0","OPT 1st Floor"
"404LC4XP001","","Xerox GPD PCL6 V3.9.520.6.0","","172.24.222.165","172.24.222.0","OAK-ADMIN-TRAILERS-DATA"
"105SJNHP502","Created by GRLEWIS","HP Universal Printing PCL 5","NGMC - OP1 - Sam Jones","172.20.22.176","172.20.22.0","OPT 1st Floor"
"105SJNHP004","","HP Universal Printing PCL 5","","172.20.22.30","172.20.22.0","OPT 1st Floor"
"218NGPHP005","JASEWELL","HP Universal Printing PCL 5","NGPG CUMMING","172.19.24.184","172.19.24.0","Cumming/Coal MNT 172.19.24.0"
"105SJNHP003","Created by DSKENT 6/14/2017","HP Universal Printing PCL 5","Nurse Station #3","172.20.22.169","172.20.22.0","OPT 1st Floor"
"218NGPHP004","JASEWELL","HP Universal Printing PCL 5","NGPG CUMMING","172.19.24.183","172.19.24.0","Cumming/Coal MNT 172.19.24.0"
"209NGPHP013","JASEWELL","HP Universal Printing PCL 5","BRASELTON MOB 402","172.26.44.152","172.26.44.0","MOB - M4010"
"105SJNHP002","Created by DSKENT 6/14/2017","HP Universal Printing PCL 5","Nurse Station #2","172.20.22.164","172.20.22.0","OPT 1st Floor"
"218NGPHP003","JASEWELL","HP Universal Printing PCL 5","NGPG CUMMING","172.19.24.182","172.19.24.0","Cumming/Coal MNT 172.19.24.0"
"209NGPHP012","JASEWELL","HP Universal Printing PCL 5","BRASELTON MOB 402","172.26.44.161","172.26.44.0","MOB - M4010"
"105SJNHP001","Created by DSKENT","HP Universal Printing PCL 5","Front Nurse Station #1","172.20.22.163","172.20.22.0","OPT 1st Floor"
"MCN2G-SUR-H-P963","Created by GRLEWIS - PowerShell","HP Universal Printing PCL 5","","172.23.120.154","172.23.120.0","NPT2-1 DATA"
"251OBGHP990","Toccoa Foothills BCA Printer","HP Universal Printing PCL 5","Toccoa Foothills","10.71.16.127_1","10.71.16.0","Data Vlan VID-500"
"218NGPHP002","JASEWELL","HP Universal Printing PCL 5","NGPG CUMMING","172.19.24.181","172.19.24.0","Cumming/Coal MNT 172.19.24.0"
"209NGPHP011","JASEWELL","HP Universal Printing PCL 5","BRASELTON MOB 402","172.26.44.160","172.26.44.0","MOB - M4010"
"105OPGHP503","","HP Universal Printing PCL 5","","172.30.51.100","172.30.50.0","Radiology/Oncology Network (replaces older 172.20.50.x network)"
"404LA1XP001","","Xerox GPD PCL6 V3.9.520.6.0","","172.24.222.79","172.24.222.0","OAK-ADMIN-TRAILERS-DATA"
"207NGPHP006","Created by JASEWELL, 3/31/17","HP Universal Printing PCL 5","NGPG MP1 SUITE 300","172.19.52.208","172.19.52.0","OIC 3rd Floor Data"
"105OPGHP502","","HP Universal Printing PCL 5","","172.30.0.110","172.30.0.0","Outpatient Ground Floor Data"
"207NGPHP005","Created by JASEWELL, 3/31/17","HP Universal Printing PCL 5","NGPG MP1 SUITE 300","172.19.52.207","172.19.52.0","OIC 3rd Floor Data"
"105OPGHP500","Created by GRLEWIS","HP Universal Printing PCL 5","NGMC - OutPatient - Ground Floor","172.20.20.68","172.20.20.0","OPT Ground Floor"
"MCOP4-CATH-C-P85A","","HP Universal Printing PCL 5","OP-4 Cath Lab 5","172.20.28.165","172.20.28.0","OPT 4th Floor"
"207NGPHP003","Created by JASEWELL, 3/31/17","HP Universal Printing PCL 5","NGPG MP1 SUITE 300","172.19.52.205","172.19.52.0","OIC 3rd Floor Data"
"105OPGHP009","","HP Universal Printing PCL 6","","172.30.0.69","172.30.0.0","Outpatient Ground Floor Data"
"105OPGHP006","","Dell 2150cn Color Printer PCL6","","172.20.20.205","172.20.20.0","OPT Ground Floor"
"MCSGF-RECV-A","CREATED BY BOBBY WOODY 7/16/14","Xerox GPD PCL6 V3.9.520.6.0","SGF RECEIVING AREA","172.25.10.155","172.25.10.0","SPT Data Shipping and Receiving"
"601LMKHP016","","HP Universal Printing PCL 5","ED Mgr Office","10.67.144.157","10.67.144.0","Data Vlan VID-500"
"105OPGHP005","","HP Color LaserJet 5550 PCL6 Class Driver","","172.20.50.137","172.20.50.0","Old DICOM VLAN from SPT Nortel Core"
"601LMKHP015","","HP LJ300-400 color M351-M451 PCL 6","Kay's Admin Office","10.67.160.227","10.67.160.0","Data Vlan VID-500"
"105OCRLX001","Created by Mason Rhodes","Lexmark Universal v2","OP - Ground - Telemetry","172.30.0.108","172.30.0.0","Outpatient Ground Floor Data"
"NGPG-UC-RP-XRAY","Created by Andy B. - 7/20/2012","HP Universal Printing PCL 5","RiverPlace Urgent Care Xray Rm","172.26.10.151","172.26.10.0","RP MOB 1st Floor Data Range"
"105LABXR501","","Xerox A4 Office PS Class Driver V1.2","","172.20.24.162","172.20.24.0","OPT 2nd Floor"
"228OCMHP011","Gainesville Sherwood Rehab","HP LaserJet 200 color M251 PCL 6","Sherwood Rehab","172.19.2.242","172.19.2.0","Sherwood Plaza Location - Data"
